task_name task_fire task_start task_end download_start download_end execution_start execution_end upload_start upload_end
wrapper.js 1563355197640 1563355198211 1563355198392 1563355198212 1563355198290 1563355198291 1563355198361 1563355198361 1563355198391
wrapper.js 1563355197642 1563355198219 1563355198409 1563355198220 1563355198298 1563355198298 1563355198368 1563355198368 1563355198409
wrapper.js 1563355197650 1563355198242 1563355198446 1563355198244 1563355198324 1563355198324 1563355198395 1563355198395 1563355198446
wrapper.js 1563355197640 1563355198220 1563355198451 1563355198222 1563355198312 1563355198312 1563355198384 1563355198384 1563355198451
wrapper.js 1563355197642 1563355198239 1563355198426 1563355198240 1563355198313 1563355198313 1563355198383 1563355198383 1563355198426
wrapper.js 1563355197650 1563355198232 1563355198458 1563355198233 1563355198324 1563355198324 1563355198396 1563355198395 1563355198458
wrapper.js 1563355197644 1563355198213 1563355198430 1563355198214 1563355198292 1563355198292 1563355198366 1563355198365 1563355198430
wrapper.js 1563355197641 1563355198263 1563355198481 1563355198264 1563355198368 1563355198368 1563355198440 1563355198440 1563355198481
wrapper.js 1563355197643 1563355198233 1563355198437 1563355198234 1563355198320 1563355198320 1563355198392 1563355198392 1563355198437
wrapper.js 1563355197643 1563355198215 1563355198400 1563355198216 1563355198286 1563355198286 1563355198357 1563355198357 1563355198400
wrapper.js 1563355197649 1563355198229 1563355198455 1563355198230 1563355198322 1563355198323 1563355198396 1563355198396 1563355198455
wrapper.js 1563355197643 1563355198233 1563355198488 1563355198234 1563355198371 1563355198371 1563355198442 1563355198441 1563355198488
wrapper.js 1563355197639 1563355198245 1563355198476 1563355198247 1563355198335 1563355198335 1563355198405 1563355198405 1563355198476
wrapper.js 1563355197649 1563355198270 1563355198476 1563355198271 1563355198351 1563355198351 1563355198423 1563355198423 1563355198475
wrapper.js 1563355197650 1563355198292 1563355198485 1563355198293 1563355198373 1563355198373 1563355198444 1563355198444 1563355198485
wrapper.js 1563355197638 1563355198227 1563355198420 1563355198228 1563355198306 1563355198306 1563355198378 1563355198377 1563355198420
wrapper.js 1563355197642 1563355198233 1563355198484 1563355198235 1563355198333 1563355198334 1563355198405 1563355198404 1563355198484
wrapper.js 1563355197648 1563355198244 1563355198481 1563355198246 1563355198328 1563355198329 1563355198399 1563355198399 1563355198481
wrapper.js 1563355197641 1563355198221 1563355198480 1563355198223 1563355198340 1563355198341 1563355198413 1563355198413 1563355198479
wrapper.js 1563355197631 1563355198245 1563355198465 1563355198246 1563355198334 1563355198334 1563355198405 1563355198404 1563355198465
vina 1563355199010 1563355199145 1563355228730 1563355199145 1563355199295 1563355199295 1563355228678 1563355228678 1563355228730
vina 1563355198966 1563355199094 1563355228934 1563355199095 1563355199216 1563355199216 1563355228889 1563355228889 1563355228934
vina 1563355199029 1563355199172 1563355229050 1563355199172 1563355199278 1563355199278 1563355228984 1563355228984 1563355229050
vina 1563355199000 1563355199146 1563355228859 1563355199146 1563355199280 1563355199280 1563355228805 1563355228805 1563355228859
vina_split 1563355234420 1563355234630 1563355234798 1563355234630 1563355234715 1563355234715 1563355234718 1563355234718 1563355234798
vina_split 1563355234421 1563355234623 1563355234809 1563355234623 1563355234716 1563355234716 1563355234719 1563355234719 1563355234809
vina_split 1563355234425 1563355234615 1563355234832 1563355234616 1563355234742 1563355234742 1563355234745 1563355234745 1563355234832
vina_split 1563355234419 1563355234639 1563355235089 1563355234639 1563355234952 1563355234952 1563355234955 1563355234955 1563355235089
vina 1563355198956 1563355199088 1563355248553 1563355199088 1563355199214 1563355199214 1563355248494 1563355248494 1563355248553
vina 1563355199029 1563355199153 1563355248423 1563355199153 1563355199296 1563355199296 1563355248342 1563355248342 1563355248423
vina 1563355199015 1563355199136 1563355249200 1563355199136 1563355199257 1563355199257 1563355249111 1563355249111 1563355249200
vina 1563355198981 1563355199111 1563355248531 1563355199111 1563355199234 1563355199235 1563355248458 1563355248458 1563355248531
vina 1563355199046 1563355199234 1563355248849 1563355199234 1563355199412 1563355199412 1563355248758 1563355248758 1563355248849
vina 1563355199027 1563355199193 1563355248476 1563355199193 1563355199318 1563355199318 1563355248404 1563355248404 1563355248476
vina_split 1563355251368 1563355251634 1563355251813 1563355251634 1563355251718 1563355251718 1563355251722 1563355251722 1563355251813
vina_split 1563355251577 1563355251684 1563355251883 1563355251685 1563355251796 1563355251796 1563355251800 1563355251800 1563355251883
vina_split 1563355251577 1563355251680 1563355251868 1563355251680 1563355251768 1563355251768 1563355251771 1563355251771 1563355251868
vina_split 1563355251583 1563355251679 1563355251898 1563355251679 1563355251774 1563355251774 1563355251777 1563355251777 1563355251898
vina_split 1563355251578 1563355251689 1563355251906 1563355251689 1563355251784 1563355251784 1563355251787 1563355251787 1563355251906
vina_split 1563355251578 1563355251721 1563355252045 1563355251721 1563355251844 1563355251844 1563355251848 1563355251848 1563355252045
vina 1563355199027 1563355199147 1563355252226 1563355199147 1563355199275 1563355199275 1563355252172 1563355252172 1563355252225
vina 1563355199012 1563355199139 1563355251899 1563355199140 1563355199262 1563355199262 1563355251858 1563355251858 1563355251899
vina 1563355199009 1563355199188 1563355251765 1563355199188 1563355199331 1563355199331 1563355251707 1563355251707 1563355251765
vina 1563355199028 1563355199166 1563355253135 1563355199166 1563355199291 1563355199291 1563355253051 1563355253051 1563355253135
vina_split 1563355257059 1563355257208 1563355257387 1563355257208 1563355257305 1563355257305 1563355257308 1563355257308 1563355257387
vina_split 1563355257045 1563355257217 1563355257397 1563355257217 1563355257308 1563355257308 1563355257311 1563355257311 1563355257397
vina_split 1563355257035 1563355257203 1563355257389 1563355257203 1563355257298 1563355257298 1563355257302 1563355257301 1563355257389
vina_split 1563355257040 1563355257202 1563355257408 1563355257202 1563355257300 1563355257300 1563355257303 1563355257303 1563355257408
vina 1563355199028 1563355199175 1563355277768 1563355199175 1563355199291 1563355199291 1563355277712 1563355277712 1563355277768
vina 1563355199046 1563355199169 1563355277068 1563355199169 1563355199322 1563355199322 1563355277024 1563355277023 1563355277068
vina 1563355199026 1563355199148 1563355277764 1563355199148 1563355199300 1563355199300 1563355277715 1563355277715 1563355277764
vina 1563355198966 1563355199099 1563355277101 1563355199099 1563355199235 1563355199235 1563355277058 1563355277058 1563355277101
vina 1563355199011 1563355199171 1563355277806 1563355199171 1563355199307 1563355199307 1563355277761 1563355277761 1563355277806
vina_split 1563355279271 1563355279555 1563355279730 1563355279555 1563355279645 1563355279645 1563355279648 1563355279648 1563355279730
vina_split 1563355279267 1563355279571 1563355279723 1563355279571 1563355279659 1563355279659 1563355279662 1563355279662 1563355279723
vina_split 1563355279268 1563355279582 1563355279763 1563355279583 1563355279662 1563355279662 1563355279666 1563355279666 1563355279763
vina_split 1563355279274 1563355279571 1563355279769 1563355279571 1563355279664 1563355279664 1563355279667 1563355279667 1563355279769
vina_split 1563355279276 1563355279584 1563355279828 1563355279584 1563355279677 1563355279677 1563355279681 1563355279681 1563355279828
vina 1563355198986 1563355199117 1563355279413 1563355199117 1563355199242 1563355199242 1563355279336 1563355279336 1563355279413
vina_split 1563355284752 1563355285112 1563355285280 1563355285112 1563355285200 1563355285200 1563355285203 1563355285203 1563355285280
