task_name task_fire task_start task_end download_start download_end execution_start execution_end upload_start upload_end
wrapper.js 1563359477404 1563359550347 1563359551075 1563359550350 1563359550670 1563359550670 1563359551030 1563359551030 1563359551075
wrapper.js 1563359477403 1563359551098 1563359551819 1563359551101 1563359551397 1563359551398 1563359551702 1563359551702 1563359551819
wrapper.js 1563359477402 1563359554451 1563359555103 1563359554454 1563359554751 1563359554751 1563359555056 1563359555056 1563359555103
wrapper.js 1563359477404 1563359553177 1563359553913 1563359553264 1563359553563 1563359553564 1563359553870 1563359553870 1563359553913
wrapper.js 1563359477403 1563359550222 1563359551103 1563359550225 1563359550564 1563359550564 1563359550829 1563359550829 1563359551103
wrapper.js 1563359477404 1563359550867 1563359551609 1563359550870 1563359551189 1563359551190 1563359551480 1563359551480 1563359551609
wrapper.js 1563359477403 1563359553816 1563359554550 1563359553903 1563359554204 1563359554204 1563359554509 1563359554509 1563359554549
wrapper.js 1563359477403 1563359552003 1563359552739 1563359552082 1563359552345 1563359552345 1563359552684 1563359552684 1563359552739
wrapper.js 1563359477403 1563359551921 1563359552595 1563359551924 1563359552220 1563359552220 1563359552527 1563359552527 1563359552595
wrapper.js 1563359477403 1563359550741 1563359551440 1563359550744 1563359551045 1563359551045 1563359551352 1563359551352 1563359551440
wrapper.js 1563359477402 1563359549940 1563359550592 1563359549944 1563359550241 1563359550241 1563359550546 1563359550546 1563359550592
wrapper.js 1563359477404 1563359556052 1563359556781 1563359556055 1563359556373 1563359556374 1563359556658 1563359556658 1563359556780
wrapper.js 1563359477403 1563359558563 1563359559332 1563359558566 1563359558959 1563359558960 1563359559269 1563359559269 1563359559332
wrapper.js 1563359477404 1563359557675 1563359558410 1563359557679 1563359557982 1563359557982 1563359558288 1563359558288 1563359558410
wrapper.js 1563359477402 1563359556714 1563359557362 1563359556718 1563359556966 1563359556967 1563359557319 1563359557320 1563359557362
wrapper.js 1563359477404 1563359558716 1563359559447 1563359558798 1563359559060 1563359559060 1563359559401 1563359559401 1563359559447
wrapper.js 1563359477404 1563359559150 1563359560113 1563359559153 1563359559680 1563359559681 1563359559970 1563359559970 1563359560113
wrapper.js 1563359477491 1563359561564 1563359562316 1563359561566 1563359561886 1563359561887 1563359562167 1563359562167 1563359562315
wrapper.js 1563359477403 1563359561429 1563359562099 1563359561432 1563359561729 1563359561729 1563359562036 1563359562036 1563359562099
wrapper.js 1563359477404 1563359580518 1563359581170 1563359580521 1563359580815 1563359580815 1563359581125 1563359581125 1563359581169
vina 1563359574689 1563359618851 1563359803307 1563359618854 1563359619546 1563359619547 1563359803246 1563359803246 1563359803307
vina 1563359579908 1563359623616 1563359808059 1563359623699 1563359624398 1563359624399 1563359807999 1563359807999 1563359808058
vina 1563359579886 1563359625770 1563359810147 1563359625774 1563359626558 1563359626558 1563359809974 1563359809974 1563359810147
vina 1563359617487 1563359672275 1563359851123 1563359672278 1563359673065 1563359673066 1563359850975 1563359850976 1563359851123
vina_split 1563359831067 1563359874127 1563359874973 1563359874130 1563359874711 1563359874712 1563359874717 1563359874717 1563359874972
vina_split 1563359836611 1563359880436 1563359881232 1563359880439 1563359880950 1563359880950 1563359881032 1563359881032 1563359881232
vina_split 1563359831887 1563359887082 1563359887912 1563359887085 1563359887669 1563359887670 1563359887676 1563359887676 1563359887911
vina 1563359579889 1563359623741 1563359930088 1563359623744 1563359624426 1563359624427 1563359930029 1563359930029 1563359930088
vina 1563359579908 1563359630239 1563359927413 1563359630323 1563359630928 1563359630929 1563359927236 1563359927236 1563359927412
vina_split 1563359890329 1563359936522 1563359937341 1563359936525 1563359937108 1563359937108 1563359937114 1563359937114 1563359937341
vina 1563359585357 1563359631528 1563359940509 1563359631532 1563359632231 1563359632232 1563359940423 1563359940424 1563359940508
vina 1563359579882 1563359628936 1563359944898 1563359628938 1563359629732 1563359629733 1563359944822 1563359944822 1563359944897
vina 1563359579869 1563359635038 1563359934776 1563359635041 1563359635731 1563359635731 1563359934639 1563359934639 1563359934776
vina 1563359596010 1563359642186 1563359947961 1563359642189 1563359642974 1563359642974 1563359947886 1563359947886 1563359947961
vina 1563359612144 1563359654671 1563359951067 1563359654673 1563359655354 1563359655354 1563359950870 1563359950871 1563359951066
vina 1563359585306 1563359632228 1563359957882 1563359632319 1563359632926 1563359632926 1563359957739 1563359957739 1563359957882
vina 1563359596024 1563359642806 1563359974480 1563359642809 1563359643507 1563359643507 1563359974398 1563359974398 1563359974479
vina 1563359596009 1563359648338 1563359976857 1563359648341 1563359649038 1563359649038 1563359976739 1563359976739 1563359976856
vina_split 1563359955509 1563359999008 1563359999802 1563359999011 1563359999598 1563359999598 1563359999604 1563359999604 1563359999802
vina_split 1563359955508 1563359999451 1563360000365 1563359999534 1563360000051 1563360000051 1563360000137 1563360000137 1563360000365
vina_split 1563359971965 1563360016009 1563360016887 1563360016012 1563360016608 1563360016609 1563360016614 1563360016614 1563360016887
vina_split 1563359971933 1563360015049 1563360015849 1563360015052 1563360015552 1563360015552 1563360015558 1563360015558 1563360015849
vina_split 1563359971895 1563360015075 1563360015910 1563360015078 1563360015586 1563360015586 1563360015669 1563360015669 1563360015910
vina_split 1563359981202 1563360028866 1563360029624 1563360028870 1563360029372 1563360029372 1563360029378 1563360029378 1563360029624
vina_split 1563359982842 1563360028943 1563360029786 1563360028946 1563360029461 1563360029462 1563360029545 1563360029545 1563360029786
vina_split 1563359966381 1563360023348 1563360024115 1563360023351 1563360023858 1563360023858 1563360023864 1563360023864 1563360024115
vina_split 1563360002998 1563360049968 1563360050788 1563360049971 1563360050478 1563360050478 1563360050484 1563360050484 1563360050788
vina_split 1563360002979 1563360054093 1563360054918 1563360054096 1563360054682 1563360054683 1563360054688 1563360054688 1563360054918
vina 1563359579908 1563359624353 1563360094399 1563359624356 1563359625058 1563359625059 1563360094258 1563360094258 1563360094398
vina 1563359579917 1563359630972 1563360099211 1563359630975 1563359631671 1563359631671 1563360099168 1563360099168 1563360099211
vina 1563359579886 1563359625828 1563360116162 1563359625831 1563359626434 1563359626435 1563360116037 1563360116037 1563360116162
vina 1563359585308 1563359629084 1563360121548 1563359629087 1563359629685 1563359629685 1563360121486 1563360121486 1563360121548
vina 1563359601442 1563359649664 1563360119864 1563359649667 1563359650273 1563359650273 1563360119770 1563360119770 1563360119864
vina 1563359579919 1563359627665 1563360099802 1563359627753 1563359628461 1563359628462 1563360099666 1563360099666 1563360099802
vina_split 1563360120246 1563360172348 1563360173194 1563360172351 1563360172948 1563360172949 1563360172954 1563360172954 1563360173193
vina_split 1563360128850 1563360184165 1563360185044 1563360184168 1563360184767 1563360184768 1563360184774 1563360184774 1563360185044
vina_split 1563360144963 1563360192987 1563360193777 1563360192990 1563360193498 1563360193498 1563360193576 1563360193576 1563360193777
