task_name task_fire task_start task_end download_start download_end execution_start execution_end upload_start upload_end
software-wrapper 1564740929188 1564740929995 1564740934318 1564740930066 1564740933601 1564740933601 1564740934318 1564740934318 1564740934318
alignment_to_reference 1564740929219 1564740953347 1564741004712 1564740953352 1564740995784 1564740995784 1564741004651 1564741004652 1564741004712
sort_sam 1564741033204 1564741033424 1564741035184 1564741033425 1564741034698 1564741034698 1564741035085 1564741035085 1564741035184
alignment_to_reference 1564740929219 1564740953625 1564741013468 1564740953630 1564740996027 1564740996028 1564741013346 1564741013346 1564741013467
alignment_to_reference 1564740929219 1564740953772 1564741010967 1564740953777 1564740995135 1564740995136 1564741010659 1564741010660 1564741010966
alignment_to_reference 1564740929219 1564740957891 1564741009297 1564740957896 1564741000225 1564741000225 1564741009198 1564741009198 1564741009296
dedup 1564741035699 1564741035840 1564741038411 1564741035841 1564741036912 1564741036912 1564741038280 1564741038280 1564741038411
add_replace 1564741038772 1564741038953 1564741040430 1564741038955 1564741039987 1564741039987 1564741040322 1564741040322 1564741040430
alignment_to_reference 1564740929219 1564740952527 1564741014873 1564740952531 1564740997037 1564740997037 1564741014793 1564741014793 1564741014872
sort_sam 1564741038136 1564741038813 1564741043496 1564741038886 1564741042267 1564741042267 1564741043363 1564741043364 1564741043496
sort_sam 1564741038075 1564741038711 1564741043490 1564741038776 1564741042218 1564741042218 1564741043338 1564741043338 1564741043490
sort_sam 1564741038145 1564741038797 1564741043620 1564741038865 1564741042364 1564741042364 1564741043477 1564741043477 1564741043620
sort_sam 1564741043407 1564741043545 1564741044974 1564741043546 1564741044538 1564741044538 1564741044867 1564741044867 1564741044974
dedup 1564741043902 1564741044063 1564741046710 1564741044064 1564741045133 1564741045134 1564741046543 1564741046543 1564741046710
dedup 1564741043893 1564741044051 1564741046806 1564741044052 1564741045188 1564741045188 1564741046591 1564741046591 1564741046806
dedup 1564741044026 1564741044141 1564741046968 1564741044142 1564741045431 1564741045431 1564741046849 1564741046849 1564741046968
dedup 1564741045352 1564741045490 1564741047629 1564741045491 1564741046538 1564741046538 1564741047501 1564741047501 1564741047629
add_replace 1564741047351 1564741047459 1564741048848 1564741047460 1564741048384 1564741048384 1564741048743 1564741048743 1564741048848
add_replace 1564741047189 1564741047295 1564741048917 1564741047296 1564741048418 1564741048418 1564741048776 1564741048776 1564741048917
add_replace 1564741047186 1564741047347 1564741049000 1564741047348 1564741048531 1564741048531 1564741048899 1564741048899 1564741049000
add_replace 1564741048069 1564741048205 1564741049772 1564741048207 1564741049267 1564741049267 1564741049657 1564741049657 1564741049772
realign_target_creator 1564741050146 1564741074687 1564741260400 1564741074693 1564741111422 1564741111422 1564741260344 1564741260344 1564741260400
realign_target_creator 1564741040881 1564741065907 1564741268813 1564741065912 1564741104702 1564741104703 1564741268760 1564741268760 1564741268813
realign_target_creator 1564741049330 1564741074470 1564741280375 1564741074475 1564741116512 1564741116513 1564741280325 1564741280325 1564741280374
realign_target_creator 1564741049381 1564741082388 1564741300435 1564741082394 1564741124685 1564741124685 1564741300396 1564741300396 1564741300435
realign_target_creator 1564741049403 1564741079190 1564741298667 1564741079195 1564741121057 1564741121057 1564741298582 1564741298582 1564741298666
indel_realign 1564741287790 1564741314940 1564741371317 1564741314945 1564741356245 1564741356245 1564741371247 1564741371247 1564741371317
