task_name task_fire task_start task_end download_start download_end execution_start execution_end upload_start upload_end
generateData.js 1559389585273 1559389585882 1559389586128 1559389585883 1559389585976 1559389585976 1559389586051 1559389586051 1559389586128
createDat.js 1559389586598 1559389586763 1559389586920 1559389586763 1559389586817 1559389586817 1559389586880 1559389586880 1559389586920
createDat.js 1559389586606 1559389587017 1559389587271 1559389587018 1559389587108 1559389587108 1559389587193 1559389587192 1559389587270
createDat.js 1559389586604 1559389587124 1559389587426 1559389587126 1559389587306 1559389587306 1559389587381 1559389587381 1559389587426
createDat.js 1559389586599 1559389586999 1559389587512 1559389587001 1559389587390 1559389587390 1559389587461 1559389587461 1559389587512
ellipsoids-openmp 1559389587291 1559389587827 1559389667324 1559389587828 1559389588091 1559389588092 1559389667128 1559389667127 1559389667324
ellipsoids-openmp 1559389587744 1559389588286 1559389666634 1559389588288 1559389588567 1559389588567 1559389666452 1559389666452 1559389666633
ellipsoids-openmp 1559389587743 1559389588255 1559389669759 1559389588256 1559389588512 1559389588512 1559389669545 1559389669545 1559389669759
ellipsoids-openmp 1559389587290 1559389587516 1559389668506 1559389587516 1559389587745 1559389587745 1559389668345 1559389668345 1559389668506
ellipsoids-openmp 1559389587744 1559389588287 1559389671136 1559389588289 1559389588553 1559389588554 1559389670960 1559389670960 1559389671135
ellipsoids-openmp 1559389587290 1559389587808 1559389671926 1559389587809 1559389588091 1559389588091 1559389671708 1559389671708 1559389671926
ellipsoids-openmp 1559389587289 1559389587408 1559389669831 1559389587408 1559389587693 1559389587693 1559389669640 1559389669640 1559389669831
ellipsoids-openmp 1559389587291 1559389587504 1559389670021 1559389587504 1559389587750 1559389587750 1559389669861 1559389669861 1559389670021
ellipsoids-openmp 1559389587745 1559389588647 1559389671844 1559389588649 1559389588959 1559389588959 1559389671638 1559389671638 1559389671844
ellipsoids-openmp 1559389587745 1559389588231 1559389673431 1559389588232 1559389588502 1559389588503 1559389673229 1559389673228 1559389673430
mean-pack-ell 1559389673301 1559389673494 1559389673957 1559389673494 1559389673914 1559389673914 1559389673918 1559389673918 1559389673957
mean-pack-ell 1559389674229 1559389674296 1559389674633 1559389674296 1559389674594 1559389674594 1559389674605 1559389674605 1559389674633
ellipsoids-openmp 1559389587700 1559389588200 1559389686408 1559389588201 1559389588479 1559389588479 1559389686199 1559389686198 1559389686407
ellipsoids-openmp 1559389587700 1559389588255 1559389691993 1559389588256 1559389588544 1559389588545 1559389691781 1559389691781 1559389691993
ellipsoids-openmp 1559389587698 1559389587763 1559389692693 1559389587764 1559389588013 1559389588013 1559389692522 1559389692521 1559389692693
ellipsoids-openmp 1559389588200 1559389588645 1559389692091 1559389588647 1559389588931 1559389588931 1559389691856 1559389691855 1559389692091
ellipsoids-openmp 1559389587698 1559389588239 1559389691826 1559389588241 1559389588510 1559389588510 1559389691656 1559389691656 1559389691826
ellipsoids-openmp 1559389588194 1559389588697 1559389692175 1559389588698 1559389588962 1559389588962 1559389691931 1559389691931 1559389692175
ellipsoids-openmp 1559389588194 1559389588712 1559389693136 1559389588713 1559389588964 1559389588965 1559389692881 1559389692881 1559389693136
ellipsoids-openmp 1559389587699 1559389588205 1559389698322 1559389588206 1559389588487 1559389588487 1559389698148 1559389698148 1559389698322
ellipsoids-openmp 1559389588195 1559389588702 1559389694704 1559389588703 1559389588984 1559389588984 1559389694396 1559389694396 1559389694703
ellipsoids-openmp 1559389588198 1559389588721 1559389696507 1559389588722 1559389589000 1559389589000 1559389696324 1559389696323 1559389696506
mean-pack-ell 1559389699576 1559389699621 1559389700088 1559389699621 1559389700033 1559389700033 1559389700036 1559389700036 1559389700088
mean-pack-ell 1559389699475 1559389699694 1559389700143 1559389699694 1559389700065 1559389700065 1559389700094 1559389700094 1559389700143
summary.js 1559389700560 1559389700651 1559389700873 1559389700651 1559389700744 1559389700744 1559389700806 1559389700806 1559389700873
