task_name task_fire task_start task_end download_start download_end execution_start execution_end upload_start upload_end
kinc-wrapper 1587030952670 1587030958774 1587031070181 1587030958775 1587030959333 1587030959334 1587030976621 1587030976621 1587030976735
kinc-wrapper 1587030952760 1587030959423 1587031070381 1587030959425 1587030960015 1587030960016 1587031070230 1587031070230 1587031070381
kinc-wrapper 1587030952760 1587030959801 1587031075837 1587030959802 1587030960428 1587030960429 1587031075705 1587031075705 1587031075837
kinc-wrapper 1587030952755 1587030955818 1587031077695 1587030955820 1587030956474 1587030956475 1587031077539 1587031077540 1587031077694
kinc-wrapper 1587030952681 1587030959701 1587031079000 1587030959702 1587030960281 1587030960281 1587031078874 1587031078875 1587031079000
kinc-wrapper 1587030952750 1587030959108 1587031088767 1587030959109 1587030959678 1587030959678 1587031088613 1587031088613 1587031088766
kinc-wrapper 1587030952757 1587030959488 1587031088870 1587030959489 1587030960126 1587030960126 1587031088717 1587031088717 1587031088869
kinc-wrapper 1587030952649 1587030959294 1587031094051 1587030959295 1587030959780 1587030959781 1587031093894 1587031093894 1587031094050
kinc-wrapper 1587030952682 1587030959562 1587031100103 1587030959563 1587030960099 1587030960099 1587031099932 1587031099932 1587031100102
kinc-wrapper 1587030952669 1587030959761 1587031100199 1587030959763 1587030960382 1587030960383 1587031100108 1587031100109 1587031100198
kinc-wrapper 1587030952675 1587030959876 1587031100585 1587030959877 1587030960532 1587030960532 1587031100393 1587031100393 1587031100584
kinc-wrapper 1587030952759 1587030960137 1587031103997 1587030960139 1587030960762 1587030960763 1587031103894 1587031103895 1587031103996
kinc-wrapper 1587030952677 1587030959504 1587031105733 1587030959505 1587030960087 1587030960087 1587031105584 1587031105584 1587031105731
kinc-wrapper 1587030952760 1587030960511 1587031107047 1587030960512 1587030961542 1587030961543 1587031106884 1587031106884 1587031107046
kinc-wrapper 1587030952674 1587030959637 1587031108973 1587030959638 1587030960216 1587030960216 1587031108820 1587031108821 1587031108972
kinc-wrapper 1587030952680 1587030959862 1587031109546 1587030959863 1587030960511 1587030960512 1587031109222 1587031109222 1587031109545
kinc-wrapper 1587030952669 1587030959760 1587031114057 1587030959764 1587030960551 1587030960552 1587031113865 1587031113865 1587031114056
kinc-wrapper 1587030952758 1587030959443 1587031119852 1587030959444 1587030959987 1587030959987 1587031119763 1587031119764 1587031119851
kinc-wrapper 1587030952666 1587030958974 1587031119995 1587030958975 1587030959597 1587030959597 1587031119852 1587031119852 1587031119995
kinc-wrapper 1587030952680 1587030960119 1587031121704 1587030960120 1587030960730 1587030960730 1587031121582 1587031121582 1587031121704
kinc-wrapper 1587030952751 1587030959665 1587031123616 1587030959667 1587030960268 1587030960268 1587031123494 1587031123494 1587031123615
kinc-wrapper 1587030952666 1587030959601 1587031125700 1587030959602 1587030960220 1587030960220 1587031125579 1587031125579 1587031125699
kinc-wrapper 1587030952677 1587030959227 1587031127760 1587030959228 1587030959844 1587030959845 1587031127593 1587031127593 1587031127759
kinc-wrapper 1587030952759 1587030956994 1587031128095 1587030956995 1587030957597 1587030957598 1587031127995 1587031127995 1587031128094
kinc-wrapper 1587030952670 1587030959558 1587031130801 1587030959559 1587030960125 1587030960125 1587031130708 1587031130708 1587031130800
kinc-wrapper 1587030952757 1587030959039 1587031132107 1587030959040 1587030959591 1587030959592 1587031131995 1587031131995 1587031132107
