task_name task_fire task_start task_end download_start download_end execution_start execution_end upload_start upload_end
kinc-wrapper 1584433925791 1584433933610 1584434118880 1584433933611 1584433934025 1584433934025 1584434118759 1584434118760 1584434118880
kinc-wrapper 1584433925783 1584433928862 1584434228573 1584433928863 1584433929342 1584433929342 1584434228449 1584434228449 1584434228572
kinc-wrapper 1584433925783 1584433933005 1584434230288 1584433933006 1584433933445 1584433933445 1584434230190 1584434230190 1584434230288
kinc-wrapper 1584433925776 1584433928405 1584434231326 1584433928406 1584433928881 1584433928881 1584434231203 1584434231203 1584434231326
kinc-wrapper 1584433925791 1584433933672 1584434231763 1584433933673 1584433934172 1584433934173 1584434231634 1584434231634 1584434231763
kinc-wrapper 1584433925782 1584433933511 1584434239981 1584433933512 1584433934029 1584433934030 1584434239814 1584434239815 1584434239980
kinc-wrapper 1584433925777 1584433928653 1584434249569 1584433928654 1584433929271 1584433929272 1584434249471 1584434249472 1584434249568
kinc-wrapper 1584433925783 1584433933335 1584434251466 1584433933336 1584433933750 1584433933750 1584434251315 1584434251316 1584434251466
kinc-wrapper 1584433925894 1584433933655 1584434260779 1584433933656 1584433934172 1584433934172 1584434260625 1584434260625 1584434260778
kinc-wrapper 1584433925781 1584433933704 1584434265294 1584433933705 1584433934179 1584433934180 1584434265148 1584434265148 1584434265294
kinc-wrapper 1584433925779 1584433928601 1584434279925 1584433928603 1584433929182 1584433929183 1584434279793 1584434279793 1584434279924
kinc-wrapper 1584433925775 1584433933514 1584434279948 1584433933516 1584433933976 1584433933976 1584434279782 1584434279782 1584434279947
kinc-wrapper 1584433925774 1584433934022 1584434283911 1584433934024 1584433934485 1584433934485 1584434283796 1584434283796 1584434283910
kinc-wrapper 1584433925785 1584433934019 1584434285320 1584433934020 1584433934558 1584433934559 1584434285170 1584434285170 1584434285319
kinc-wrapper 1584433925789 1584433928932 1584434297136 1584433928934 1584433929477 1584433929477 1584434296997 1584434296997 1584434297136
kinc-wrapper 1584433925788 1584433927937 1584434297739 1584433927938 1584433928416 1584433928417 1584434297644 1584434297644 1584434297739
